Job Title,URL,Work Type
"AI & Data Engineer
AI & Data Engineer with verification",https://www.linkedin.com/jobs/view/4058538797/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=tq1TxwWVURfnkKQKw%2BaosA%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Junior Data Engineer
Junior Data Engineer with verification",https://www.linkedin.com/jobs/view/4031926407/?eBP=CwEAAAGX2typmNqz7JkImEXzj5tFxUy8u7v3wfDRtB7LP0YY7YCw2cH2rRstkpqTvY9YQPM9Jy6ZNvE8QCpenOTWNnNwlyoe39j54pPiHKHVKu_Z69Ib4d3AN3gEUD7M7iOB9tKSbr6_gd4SZmxBipK_ZEPexC3535_GefUSBewcffSlQ264OFJZ2Uxe336x5Y8WZdDWjbe0SQBB5CetAu6wpkbaYdF3gZ35Ry9O08Joa4RH3dr98ru68o-eKXt7XyirQWEVymuKXjQ4zNJNM5pdmYfDjbOWjbHOwFhGMsT0j5736rtb6BB2vJ51EPLGNrOz9-Gt1cPciJwjENzOI-3QrrDClGa3mDLd93wkxDRNhJsqNt_98HneeusN4eZHOPlO38fLwJYMnZ2v5AQffq6iGy9Bxf-YKPKlP-PcIhHnAhn9Yg3jDqMZdGlWmqtRZj-x3SbIcMd9Vo6RcVXoMRtUbMYw202kmRFp9pUQ8sDtYTvQXyxJ6XmbbankAUjEU6KdCFhdFPOgawHB2w&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=0llvF2w7BLzl%2B5HHwOH6kw%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Software Developer
Software Developer",https://www.linkedin.com/jobs/view/4249158959/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=7Y9RBVUW5EwIPjkCADVHzQ%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Software Quality Assurance Engineer
Software Quality Assurance Engineer",https://www.linkedin.com/jobs/view/4235611430/?eBP=CwEAAAGX2typmFVQs3behLsXo4WS90gGxIlotikPDbkAERB6eRp_RHVzT6wrArvua-RIARNkykt9zaK4GEdo4ThCuCJNBRR13vNBt_N76LlQaFL4giDdhpt1saVv0gBUAl3ocgXZ16qyGfNhz3Ba1s9ciLYqvI6ij2wG9DK6jByfboVnhm4cmV1Dz87hcoYfdfwFW_EVeRDy8gb-MzjKCvg1dEL55TAhz1iNeXO7TJ6-LjGHtRzxsz8U_W4rvZjuylDolk_obG5iw2MEp1nuhjhJx2V5kQKVE0EwHdR_3Qt-nG0Z2__hF0TeZskrV4r7Pfkt-mLsfPTOZkb8_Z5yH5_DXhuwrR2mn61tbZi00CMBW_rRTNWVeDvoiTBMLB0oPyEnsr1p5pzX9XtlyVIq8UKjsZd8Yy7cA6rEI_iFLmV_Pfmwfm79ajS9kpDenYe7Vwc4qY76yfDqRz12tqjo8MJyFQMBkIRmtRoapzmB64ALivtEbYHCWx7kfOQnow&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=pN6QFM49XQwEM%2Fh07cUESg%3D%3D&trk=flagship3_search_srp_jobs,unknown
"IT Systems Engineer
IT Systems Engineer",https://www.linkedin.com/jobs/view/4258804515/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=11Q6D5KDSU%2FGMf6hRB1LQw%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Database Engineer
Database Engineer",https://www.linkedin.com/jobs/view/4257154459/?eBP=CwEAAAGX2typmKMhdWAioe3AdWs7F2_CSz-sPaDLesAsrMOKmb5sYZoKvC-epLjTkEFrwgZXPwVX7RMYbkzZWh9Ul7bEHtr5oYwGmHiWnm8NNkzWMXNjynj2qZ-TFfiZx5RMCC-S0vJQtcOCvIwUdGrksnaGQ4f4_st9VhYOFN_j1wFOvU3l2ObLdTCPhgdpAEE98mlMi-DbOFbVP5lCECPbSIII7G_jAZZewFLXGFRNKh6iVgoyKvYQjHyEETmfgI2cVcAtrdYxub8PfedyKLUWKquZgvNhTmunfcmkXNNVxp0WRVxiaweyK7T9ApX3P9KfAlOjENIQj89hsMyiUKd_Z3iB2ni_J2x-KtJdeVZwNRm3vEFdFq3MsslwQ1zXTCV5ymvye3SUk_dhTtEt3vJjC042PRSplMtJJUlyA7W50t6KBumn78upUL9ORugKYAQijhNQOMTiKfgQ_1DwDCl99QlKLmPO3SwW8R1jhKIgrXfIhwldjzLZ-nsJvRZLkz02Cyk_W_PiKw&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=n7GLfdyn%2FGKLpeYcU5NYDQ%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Full Stack Developer
Full Stack Developer",https://www.linkedin.com/jobs/view/4239083164/?eBP=CwEAAAGX2typmBEmLxEwZAxcl1-85ses4q4V3IZOy409EciteEfsiUdN7TRXyg2fppB0nQxCtRO_p2uhbiG6nl-D9vMbmIJ27IVQXARdzFHfjjMdGAQM30DjvUFcd7if-oLVo0zXRf2PW7nUzLcDgJgTpJXAgUf5JtuuTyYtgLnbocnuiZPSAMpwT16J6aSQotHUT5pXKZjixPysRrhNr3L03XQcpbGype8xVpmMmu-IAWJWDq6qQHvtmapESrdSMKVLFmQrS5FYfysh3rJQNsspuyehBZ_yrt0FKIEReB7tXWVLcrBjKaZz0A5P62DGyhJ0201m4pXNxsra48TFHYvQDgCYZPKykGICnRg92mZ4VJF7P0UJdpQvDXJNHPMmWuzUmVYCpkcg_LaFxjGt70mBdlMKaQ0hTgEJp77oC3Jwng3tHe9n7NtpNt-WwxdMUZNPJhk4l9qtJ2TTAdj7RMrB&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=GDb0o8wFdeok0ynnKJuX%2BA%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Junior AI Application Developer @ Thessaloniki , Tax & Legal
Junior AI Application Developer @ Thessaloniki , Tax & Legal",https://www.linkedin.com/jobs/view/4247125896/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=Wi8rF0UP4CrdsQOrsVTb1g%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Full Stack Engineer (React.js, Java)
Full Stack Engineer (React.js, Java) with verification",https://www.linkedin.com/jobs/view/4258136176/?eBP=CwEAAAGX2typmDKlqs6fwBD3iB2f9lCFQ0NRS8ScgLeRnKVpnkK9DCMW-PMKqCvr5Nf9pOHfJPMscoRRXoVdbuVeqzLAV0L7kbRJyWPxY8SIAT-tB-qmoWpawKe2IgaIyFRRCCJGZFHbx9_KVB_CP05gzbi4B-22xjAFry9cKgBI9XTThNe5vN2Xc3FEZ8bis2F-hj_FVKLmLyrZ__gk8wPrDBGdaDnVI-5fIa7vxEpqGHRdKhbmLcUshovdGn4shwN7Br0alygOULkR24tvQ28RN-CszYC9zJRkeGdVl6r8sj1iAmv6NeRstJYEUxWxxVQvHro5C3aiekPSEsiW4k1QKghu2rn-w0kjgYchmQ2hmAZP35g7RY43gB0sbTqTLoP_CWKE7v5DLi2BrRPs8QA-Ym1YTXU4km40Sjj4BLpwnBNMNRkTU8AGfB3iv_4JqZdNmFGTrgYxQeuEBdS78DBB0jmio9WyNlKm6nNOXbX1D151u9Oge4JVYQkhbu0L_J8QGw_XPAHRLiA&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=HVQws71NUfS%2BcI7%2B%2B2XDdw%3D%3D&trk=flagship3_search_srp_jobs,unknown
"SOFTWARE DEVELOPER - MW-GR-SD-02-2020 - GREECE
SOFTWARE DEVELOPER - MW-GR-SD-02-2020 - GREECE",https://www.linkedin.com/jobs/view/4218710898/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=GIvfBcsu%2FhxtXxcTac5z9A%3D%3D&trk=flagship3_search_srp_jobs,unknown
"BACK-END DEVELOPER
BACK-END DEVELOPER",https://www.linkedin.com/jobs/view/4259314147/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=%2FFYOvauYmgpbEfjq9LBFww%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Founding Data and Machine Learning Engineer (Roblox Ecosystem- EQUITY!)
Founding Data and Machine Learning Engineer (Roblox Ecosystem- EQUITY!)",https://www.linkedin.com/jobs/view/4256339488/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=6nOnpChCJBaXZqWuur%2F1yg%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Software Engineer, AI (Java)
Software Engineer, AI (Java)",https://www.linkedin.com/jobs/view/4260688713/?eBP=CwEAAAGX2typmD9VwFX_-d_VT6vfJDLmNZd3IEOQ-NXFi28bIFElzFGUzkWs5kFjl49p5QLqZPrsKnDzdjqW2PINIizlkGCu_NDazzSRbEHvvIX0h9oOgwNZk4SztT83_dFOdFcFPHbf3Ea-lVtAp4lMRuTKc5mq8yYZUnr-Vky-R0j688P-6ND0LRT-lhCwpY8ly-IoGPyFLRAQOJlyJtpFV6U3qETbiDQub9Cw_fBT7KFMbJlRjcyyZ6DMBoZRNbCeEHWQBA6lk1ggxk3gwDxCHydqTcnP3y7XXntvnnG7GjxKTbx0Ig5XTaJUcnt2dMqTQ2j_6zIuBA8WLrl9IuEMPw58pwcyNvkkUXRS5E43-H2w_nS-qtlF_PujDQ6IzIO0-C8uX4E2bztBZYdrmMG8CcQ4Aq6l7Uu3b8MyyNg-Y3Jzix1Xn3CaBkh2v3txXRDYCzfHlYZgicHWB9d49vYDwF38M_lH7jG04nu3WkTPcuE&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=ogUnRJsZSJAzL0O1Azgo2w%3D%3D&trk=flagship3_search_srp_jobs,unknown
"QA Engineer
QA Engineer with verification",https://www.linkedin.com/jobs/view/4253725022/?eBP=CwEAAAGX2typmFsarMe2yL_p3Vk_TVjc-PYrAJca-po-nJVUsrF8NN6kF-V_wXBiOGvPJM8SQbsRaO5J-1znEBNbVhvd_2DTTfLxFPdKa6lYyV228ocCpfyLSw_nJltlOPAr7vqFGAk8G1MrPFq228kba_PXJ4vihbWNxbdDYWKr1s38FWEAdy356Omv5Ok54wUgnLxGp08sYZVt_i2_gkc0Eyuk3C3Q6S40k5mojwEvcM2tDPneGqMw5XklU0uim8AMERpduRjfp04i0tLBKSdyF095IAGrEnJeXTa7EdS3j9HYzAt0E9zZuG6TUaN4U8bEoI6Ag8w9s4fBmpHza6dAIUgWB3oizSLLGf2kT57VCeYW95LHmyv9getAozHpvBhwohwxSeESDetzHPv3_GXHB0TrPhy4b8gKzBcLktry59x0Y3okeVqKSv-soW6RtkyCHNLtQm6miSEqFkSjsoUEAEETKb_DakYz-XvHVV7-l1KkTlUugDDg_7iH56PwLJIIUz9CD2UP0nU&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=tGfEmtpndnlNLpTWmFPmuw%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Full Stack Software Engineer (React.js / Node.js, Athens)
Full Stack Software Engineer (React.js / Node.js, Athens)",https://www.linkedin.com/jobs/view/4253090153/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=YjYcGs5enWNqrkLZQVhQsg%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Data & AI Engineer (Athens, Greece)
Data & AI Engineer (Athens, Greece)",https://www.linkedin.com/jobs/view/4257269226/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=ws13YqEkaE0Nai%2BQBWYjag%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Junior Analyst-Developer, for web development projects
Junior Analyst-Developer, for web development projects with verification",https://www.linkedin.com/jobs/view/4260050551/?eBP=CwEAAAGX2typmEksu88oqsEeDDpMbxYwIBqnxj1oUqe7PHl2HBAIMgymqR2LLWFNbqYsjWX0shWR0QHc-yDkgUbC3EBsTHnlwwq5nU_DsPP3UYO4b-FEtvlL6Er_1OZB8GPxda6et9Wc-tkwWxRyJn4RA9NPEu76P9Tkc4h0yuXwLe9HWZJ8j87fQwHq1oPMbS0fBpkGsEwdLh1nMKOT2Nhdxevo0_dyRo3Meq9oGTTZBaNJ1heKVPZjq6gGpkLd-c2MR4Ra2yHsNJvAnc9q2PJvgJxAaGY1yfw6T_YUT5ESdfjXPRNu6tzmy5AM53CGeXqF4JZr5a8YPCW5To9X4aDqqPq799tsEuPQBKHHLwfoyziLzD04IfJoUnsMuRkG9hP4rcIhmp9E42LI4e77rITTzYu6a45xO0U0H7sJgLTAyLihwKYKlg_3C1fHOZ58SjYad5Qsd--JJlkIRx6gccEIBTQPf7bxLIagT4vUr9YFCqvquR-AFvFIhRaXT1xooKhf_Oolojd6Jd-jfRJq&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=oJLhqNgwQ8ATwsGf73G4TQ%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Machine Learning Engineer
Machine Learning Engineer",https://www.linkedin.com/jobs/view/4231376769/?eBP=BUDGET_EXHAUSTED_JOB&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=TfuOq1FJPb2QKhIkYBxVqw%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Release Engineer
Release Engineer",https://www.linkedin.com/jobs/view/4257427195/?eBP=CwEAAAGX2typmE6vfRYejy0Hd1WtlTcq8ZUs3jQvVMsouR8SnxoHXTboJXILVJA8QqLynXS5pRhMcJJMZFwthxj5Ck7iilILsqhR6Xwh8MVN8TNYN4a55xMuZ-l85uspTGcXHgi6BfkR4tR8m30g-hYt8nQenzLRY8bGn_iwOOBxxezDoIcFrzIDcy9XtB8Fmx8FD1Z8fKv1U2XHv0pa7xwovryIYlPIjCRHY46eZAlg0_s_zhTbQHnVuW_hYnJOA1WYW6f4ezCV3o6u7mTx5ugrBiFWOHXZQY3gl9HLkpj-trLsrzs_h3duZvpmyWi5VyQ9ZOQVK1LRXVEUTXWzHt5ewUikRNQj5R2nTLZur2l0nyZMvNTEOhJjrJ0WQ3bbEm7rAU6mBjJ1CvuJiP1B4JcxHh73FxP1dx5LvjNymjqHNuSWKF_frxlOm-KWXBjzvf5XhSY5Lvx3b9R6j07Hcds1c1o9zyju2VEEhldhdYdZvmdVNT12raHiARWJcwy1ex1pu8LyTUvRsINpUBDb&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=9dS0UdFwhthNMwF57zn5bQ%3D%3D&trk=flagship3_search_srp_jobs,unknown
"R&D MLOps Engineer (Thessaloniki)
R&D MLOps Engineer (Thessaloniki)",https://www.linkedin.com/jobs/view/4255828429/?eBP=CwEAAAGX2typmESirxNYR5B_rqCZopYfQMzr34IHv86VwlAly3xQzNKOj-2IFEcbkXk3Bqi7G0bxYDPXDRKXPRcVg7om5OXkbaO0OHFp1GShb4Q47V93IcbK-E7Bf2MrqTU2etMODRAT7udkciYakPPqpMR2kfr2FzSNe63Y4IP4LTtMTf2aiS2bIPOSVRv0Hf_9bD97Ywmqe_zZZfIIVTaHJqWSnP5vMVxKAA4LjQ1cvdCQTwhgCMzEGYSnvmAtGiplJrDZZilOggz2g2EODogD2BWcrhFLEthTqTyNzEQs__gn2Sy2OYvR2DzG_c75SaCT2sxx79d4PcCB0A6_LWlESuiRWDHNIwr-oPR2cWUL59Ns80RLSs5a3k-ElgcAqil0Havo9GV5t-6r-iJGoQCcjw6WfQXlljThq6T6BV_6AiV9RJmxV2IgWso8eeWwAGlIxAI5OBy5135EKWs8DcKmbVDeLFjGvpWAncHtT_guK6XAe78vOED4Shm5xcR-kGKnfZbXXuUs3J4Eb9BeFig&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=pR%2FmNFHTSjEvYmye3BphXA%3D%3D&trk=flagship3_search_srp_jobs,unknown
"R&D Engineer II, C++ & Python
R&D Engineer II, C++ & Python with verification",https://www.linkedin.com/jobs/view/4261380383/?eBP=CwEAAAGX2typmJuFCvA9o6KXKxh_v6izeTubDs4cDC0veogsb6x1enqrb44EbYO2H7Gvs1oemjBxObwb8lltHoXp1vmHbjyN6mYKf7vJh2hwsTW3quCM9iKObs9AhUd5V_l8SsAXdTI0zjKoZHs42MpUWz-UxJHTqjXTBiwk3O5qk20XPVJV8wfWmzq4FOICntZXcxRJq0HUZGJNJX6Vqo3xItSAGD_XsdhokZ4nCFZ7Z1846Scp1IrpWTTEdWNg-r4M0vWjg-oXDcPlYIlIecTJDpRIhH7WbnTzyN3muIFxza8MUQ4RrwB-ukvQd8jndIRLTNsZj2YzVTMVkcv-SP2wnudMf5N7f4-szyCGhEGPC6sTjSXIBPWxMZVwYghum1IDp-yuZcngFCBoOdAKwqZ_9i82uPYYT5CMMlgS7GGL64tH28S86NPMAlCGvtQwj2QOLzO7E9mwoL7p1H_mz-WoOhROOWxq6uLCOn2hbWWF6gg4rlH1P1CQjbgHxGovk2_L1R0CTaLGYMb8sYLm&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=i13GSMJA6jDOsxiir34Ddw%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Engineer, SRE
Engineer, SRE",https://www.linkedin.com/jobs/view/4225173382/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=NKVIe1Y0wNwywOBLU%2BoR6Q%3D%3D&trk=flagship3_search_srp_jobs,unknown
"First Line Power & Infrastructure Engineer (24/7)
First Line Power & Infrastructure Engineer (24/7) with verification",https://www.linkedin.com/jobs/view/4241207184/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=zyjURXoq0O2xlEBAnqKqHw%3D%3D&trk=flagship3_search_srp_jobs,unknown
Solutions Engineer,https://www.linkedin.com/jobs/view/4243312766/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=SvPJpiWnX9vFWJhJl06Z%2Fw%3D%3D&trk=d_flagship3_search_srp_jobs,unknown
,https://www.linkedin.com/jobs/view/4243312766/?alternateChannel=search&refId=0uJQiOrQx8I6yKMW%2FtfOuQ%3D%3D&trackingId=SvPJpiWnX9vFWJhJl06Z%2Fw%3D%3D&trk=d_flagship3_search_srp_jobs,unknown
"Software Support Engineer
Software Support Engineer",https://www.linkedin.com/jobs/view/4243355433/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=zBpRFweDL098ZOkXF7A%2B2g%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Solutions Engineer
Solutions Engineer",https://www.linkedin.com/jobs/view/4245827301/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=gMLg0TEjEo%2BtzNVvJHtfKQ%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Junior and Senior DevOps Engineers
Junior and Senior DevOps Engineers with verification",https://www.linkedin.com/jobs/view/3993710628/?eBP=CwEAAAGX2tzDrtEFTOw8Ej9Y6hw59ffl0byWpNhKhBBgMHhsxT1LDFOfeti8GS03Ixc9FJQb8LD2vlSOGeSjScO9u6JLzDgKdo-ujog1ky8R7VQ9KAHIRnxw8zBqgwy9mDoT8AOpy0CJpKsKTVWSAQLri0GYUd7gflEEiohy--kND0i--CirmCv1I45fcZ3NRtNg3x2yfBk5A9RFlLcwTvMNdkgvCTf-5C8yV_pm-pVXAyVDbjzxhYqpN5la_FrFNkNScBwYJJkVXzjsyCgk7dDb-T0DN5Y4syCZd5DaqYMGRuy5l927gt6vwM4UwgeNoRZ4wfQ3wZ50aD36gKdENUZjkYtmMUlAoTqEbIvbj-3Fg46Q9oA2Jddbwwc0vEXBlQdAAVwP-1-WmLRFBv6l3uVbcwGRK4LJxG3YC5uTY7uuiUE9sxd7Ws9tI3UptbVVRVdi7sRR7tNPfyaG6OyDTdIisLGlrT4EZiLC4TrvOiKLF2s63NSigLrOx7M5PlOYeFxRhGp9HQ&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=S7ythm%2FN7nqA%2FilpJxX60g%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Integration Engineer in Athens or Thessaloniki
Integration Engineer in Athens or Thessaloniki with verification",https://www.linkedin.com/jobs/view/4237034575/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=Bczay2yMir3BVv21EB4h2w%3D%3D&trk=flagship3_search_srp_jobs,unknown
"System Engineer
System Engineer with verification",https://www.linkedin.com/jobs/view/4106471868/?eBP=CwEAAAGX2tzDrkcTMYNWVHhB_cGrFScZoy1dtwbNJ5GpLNwmba7ADzepxYJx7795U8IYjpaGwhg_n8L7zgW5Xynfu7GTmJdZSRbkvlvOm920rQdnIxW8ZkOoTsvz5DGeaACB5yhFyZT_9aCU5CR6Mu59dHLnIJclCuY1Nv34YKiUEPg3-janOhA97-Abse0--8QlaJzJZfLSVP7PqoqjZXMa260GXR9mMHcJVaHkgJ845rrl-XOgXrj5RNCtAtGI08vemWd7Im2ggmRJn51UMNMyDoqMImz2rqDkfR6uABvF1Jsfmmc8EViRZot7HeIF7Q6RoFratZ8NjeLYXSuRh7DvmQHPxW_kJQbT5mZx4jIABQ73EHzn9OB0zWtw3TP6MN4JjsCcT3obXWWt0BjDUhMaIqG7VaKBwmlXGQV0WPR0N8QOPDEiPjNjb4CgN0JOlZZg7l4woIWfMU3DQQaealknpN_DxvpZ4XKVQv-co7YbQaPsAESJ6kd_3dYSJa0Ec4GnXfSVeIjQ3oA&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=GiB0kj2kFLHK4DGn23mTnw%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Backend Developer @Thessaloniki
Backend Developer @Thessaloniki",https://www.linkedin.com/jobs/view/4241147528/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=%2BRFaSsfw5EXlJI6zXJUm5A%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Associate Software Support Engineer (Night Shift)
Associate Software Support Engineer (Night Shift) with verification",https://www.linkedin.com/jobs/view/4248048252/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=7xHzTAJBRQijjDFCPdRNAg%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Software Engineer, AI (Java)
Software Engineer, AI (Java)",https://www.linkedin.com/jobs/view/4260686797/?eBP=CwEAAAGX2tzDrvHbJp1hUs9DpHqn5vIOLFwSHj4la7IqcKiv6SSl58yrMOeFaXyrm1zOb6x3ItFJ66dLqQL3mfz0g5_cEDZflXSR5aCHDysquj60fIANTRzWBj4Vsa_pWQ_D-YTtbAWVW6WMJUXuL11z1U8rdUWognfCNb4jQBMJah48w13xuLdofZvbZfkSGzz-nkIUOHZVM-b4S0wt2XxS-yWzvoSAmx9qKULcpGCamuh4PrxEUuZFmFyKEaaN6BBuNBHMGG-gQN80jvnV8vbR57udBVvjBbAWa5HQ2wNzgzYlXZnof7Dc0Ij3dMgTlt2AB6G8SxUbmU8iVYHxps8VIwthtM3u8g33_hAz57Ls_UHoPD88cpY8isN0tZlDJseEhs9o3CrpTYMJQodD3mZ5IERIkqXtS5j00I538XXHENJeNh2lQVetg884M4JGllT1_UA3qduuk2TVXj5GeFxly1E0ZtaNRzsK7bjcvJfMxc5VQOYOqW6ahMJg9Ho96sAyAbktRMIS3MYV-Jcde6s&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=yOIuFHoW02cEF3dr3aEIww%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Quality Assurance Engineer, Fintech
Quality Assurance Engineer, Fintech with verification",https://www.linkedin.com/jobs/view/4256743279/?eBP=CwEAAAGX2tzDri8H9yAzLT-2bQS4QCS_mFbAqFfehCNEBN-7pjx3we2Kn0dY1U3jDQBsohe1Ln_SWh8zP9P5jNYNzDevyQQmOFt5oZ1tS4llEurqfycQHosiHSoK5pgITWyfJxBpyNglTfirDphSh-6erM14P2Zr0h3QRhlOlDjS_1W5uFRg00w-bIU0XqTnNfhZaOJd_ztF3xyjWi4l6N5PkedR-bc6Y76pStFYb25R7aK-_TYMiUfCFpoPBiR7XJ6spz5kRVxI6EAg9m-oSw34HGpXSYzwwT3gFBqhzfnWbhM6f5mD_W50FdeTx2T2FMs004_aW5mwytn7C-fZef8dGO1ZE4C3j8WWOwAtHZkw8h0qM0lrlCI78mWVe0_NLmnIYYDJjod7r_DKmEd1as1jHs5Rp_QzOn-CVPQDJhAgx0dhHFsl-aunvDdX_T7x1_P8mmIww6caFohrIxJd0OoUQQVTg92pMFDa7pHIseQauigJpf5F-ZXCslEuU1kI5b6TCo5m6n81b-Q&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=WFAZ5w4U2Aqp5yF7rnGKXQ%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Web Developer
Web Developer",https://www.linkedin.com/jobs/view/4232756972/?eBP=BUDGET_EXHAUSTED_JOB&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=W2ZZLwpQM44zEpfXQsVnWg%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Software Engineer II (Remote)
Software Engineer II (Remote) with verification",https://www.linkedin.com/jobs/view/4247490971/?eBP=CwEAAAGX2tzDrlHzMiZiudqUFujiABnVpnnz2b4Q4FyCJUQvHlr7nkzwka04QtaZ5C3jf_ObgH-M99Ure82saG4ee_KKxyMgYSV3z4EsmPcasTJNiwTnM3zplDu2YFI7A8b5J_RzwxajCtRyH0dTic3MYLccu2Bm4E1BKBvJQDcs1HockodqO48jLcvHdGPdxNZdrwj6pBsD7lCgS_qrDz9Q9COsOWcWEMwnG4Ax-sDGBCbGJBydTr064iYLgvrJXQ3aWjUyi4Af1VWYZ2E_srv9MitoG7IxxcFLtgyBJVVkorkdEtlLrSlOeXVJxWH9bfBDnwXqMwLySPQcIthI_7IjLCPOwWEgDZnQcr44en53skz9J5wT4RFb8P-21Pj0KxL027Tcryw9gPNsnGxtpwVf3e_MztV5Yz04_EZqy4Ps9ppfGsqDCmfdIXjxV26ItMKXUCU8wio93IFn_US6r_0daXPNd_qXxRY7fC0uy7WHJ9bcFyhccsZ6gNnAL0dU9iRwcUZ-HwJtsw4&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=pdpwIeJZgfzBN7c8m5GiOA%3D%3D&trk=flagship3_search_srp_jobs,unknown
"Test Automation Engineer Talent Network - Future Roles
Test Automation Engineer Talent Network - Future Roles with verification",https://www.linkedin.com/jobs/view/4218727355/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Xb8WwugUPdyH0kMK9NeyNw%3D%3D&trackingId=lE5ljMI4K5TpTlbXcd%2BWkw%3D%3D&trk=flagship3_search_srp_jobs,unknown
